mode,map,brawler,rank,wins,total,winrate,userate
brawlBall,Triple Dribble,MAISIE,14,17,33,51.5,0.3
brawlBall,Triple Dribble,MAISIE,15,10,17,58.8,0.5
brawlBall,Triple Dribble,MAISIE,17,0,1,0.0,0.3
brawlBall,Triple Dribble,MAISIE,18,1,2,50.0,0.9
brawlBall,Triple Dribble,MAISIE,20,1,1,100.0,2.2
brawlBall,Triple Dribble,MANDY,11,1,1,100.0,0.1
brawlBall,Triple Dribble,MANDY,12,1,2,50.0,0.1
brawlBall,Triple Dribble,MANDY,13,3,8,37.5,0.0
brawlBall,Triple Dribble,MANDY,14,1,2,50.0,0.0
brawlBall,Triple Dribble,MAX,10,2,2,100.0,0.2
brawlBall,Triple Dribble,MAX,11,1,3,33.3,0.2
brawlBall,Triple Dribble,MAX,12,2,4,50.0,0.1
brawlBall,Triple Dribble,MAX,13,9,30,30.0,0.1
brawlBall,Triple Dribble,MAX,14,7,9,77.8,0.1
brawlBall,Triple Dribble,MAX,15,1,2,50.0,0.1
brawlBall,Triple Dribble,MAX,16,3,4,75.0,0.2
brawlBall,Triple Dribble,MEEPLE,10,6,10,60.0,1.2
brawlBall,Triple Dribble,MEEPLE,11,23,41,56.1,2.4
brawlBall,Triple Dribble,MEEPLE,12,59,104,56.7,2.6
brawlBall,Triple Dribble,MEEPLE,13,579,1252,46.2,3.4
brawlBall,Triple Dribble,MEEPLE,14,315,619,50.9,5.4
brawlBall,Triple Dribble,MEEPLE,15,127,256,49.6,6.9
brawlBall,Triple Dribble,MEEPLE,16,56,101,55.4,6.0
brawlBall,Triple Dribble,MEEPLE,17,10,18,55.6,5.4
brawlBall,Triple Dribble,MEEPLE,18,6,15,40.0,6.6
brawlBall,Triple Dribble,MEEPLE,19,4,11,36.4,7.9
brawlBall,Triple Dribble,MEEPLE,20,3,7,42.9,15.6
brawlBall,Triple Dribble,MEG,12,1,3,33.3,0.1
brawlBall,Triple Dribble,MEG,13,11,20,55.0,0.1
brawlBall,Triple Dribble,MEG,14,2,2,100.0,0.0
brawlBall,Triple Dribble,MEG,15,2,2,100.0,0.1
brawlBall,Triple Dribble,MELODIE,10,1,2,50.0,0.2
brawlBall,Triple Dribble,MELODIE,11,2,3,66.7,0.2
brawlBall,Triple Dribble,MELODIE,12,4,7,57.1,0.2
brawlBall,Triple Dribble,MELODIE,13,16,49,32.7,0.1
brawlBall,Triple Dribble,MELODIE,14,8,13,61.5,0.1
brawlBall,Triple Dribble,MELODIE,15,1,3,33.3,0.1
brawlBall,Triple Dribble,MELODIE,16,1,1,100.0,0.1
brawlBall,Triple Dribble,MICO,10,1,3,33.3,0.4
brawlBall,Triple Dribble,MICO,11,1,2,50.0,0.1
brawlBall,Triple Dribble,MICO,12,2,7,28.6,0.2
brawlBall,Triple Dribble,MICO,13,42,98,42.9,0.3
brawlBall,Triple Dribble,MICO,14,11,23,47.8,0.2
brawlBall,Triple Dribble,MICO,15,1,4,25.0,0.1
brawlBall,Triple Dribble,MICO,16,2,3,66.7,0.2
brawlBall,Triple Dribble,MICO,17,0,1,0.0,0.3
brawlBall,Triple Dribble,MICO,18,1,1,100.0,0.4
brawlBall,Triple Dribble,MINA,10,8,17,47.1,2.1
brawlBall,Triple Dribble,MINA,11,19,33,57.6,1.9
brawlBall,Triple Dribble,MINA,12,42,78,53.8,2.0
brawlBall,Triple Dribble,MINA,13,435,872,49.9,2.4
brawlBall,Triple Dribble,MINA,14,207,398,52.0,3.5
brawlBall,Triple Dribble,MINA,15,71,126,56.3,3.4
brawlBall,Triple Dribble,MINA,16,49,87,56.3,5.2
brawlBall,Triple Dribble,MINA,17,3,11,27.3,3.3
brawlBall,Triple Dribble,MINA,18,5,12,41.7,5.2
brawlBall,Triple Dribble,MINA,19,8,12,66.7,8.6
brawlBall,Triple Dribble,MINA,20,1,1,100.0,2.2
brawlBall,Triple Dribble,MOE,10,1,2,50.0,0.2
brawlBall,Triple Dribble,MOE,11,6,10,60.0,0.6
brawlBall,Triple Dribble,MOE,12,12,25,48.0,0.6
brawlBall,Triple Dribble,MOE,13,125,245,51.0,0.7
brawlBall,Triple Dribble,MOE,14,61,114,53.5,1.0
brawlBall,Triple Dribble,MOE,15,20,35,57.1,0.9
brawlBall,Triple Dribble,MOE,16,11,26,42.3,1.5
brawlBall,Triple Dribble,MOE,17,2,3,66.7,0.9
brawlBall,Triple Dribble,MOE,20,1,1,100.0,2.2
brawlBall,Triple Dribble,MORTIS,10,15,22,68.2,2.7
brawlBall,Triple Dribble,MORTIS,11,32,54,59.3,3.2
brawlBall,Triple Dribble,MORTIS,12,65,127,51.2,3.2
brawlBall,Triple Dribble,MORTIS,13,704,1408,50.0,3.8
brawlBall,Triple Dribble,MORTIS,14,288,529,54.4,4.6
brawlBall,Triple Dribble,MORTIS,15,103,220,46.8,5.9
brawlBall,Triple Dribble,MORTIS,16,48,97,49.5,5.8
brawlBall,Triple Dribble,MORTIS,17,17,26,65.4,7.8
brawlBall,Triple Dribble,MORTIS,18,10,15,66.7,6.6
brawlBall,Triple Dribble,MORTIS,19,1,5,20.0,3.6
brawlBall,Triple Dribble,MORTIS,20,3,6,50.0,13.3
brawlBall,Triple Dribble,MR. P,13,9,11,81.8,0.0
brawlBall,Triple Dribble,MR. P,14,0,2,0.0,0.0
brawlBall,Triple Dribble,NAJIA,10,3,7,42.9,0.9
brawlBall,Triple Dribble,NAJIA,11,16,28,57.1,1.6
brawlBall,Triple Dribble,NAJIA,12,35,72,48.6,1.8
brawlBall,Triple Dribble,NAJIA,13,424,856,49.5,2.3
brawlBall,Triple Dribble,NAJIA,14,155,317,48.9,2.8
brawlBall,Triple Dribble,NAJIA,15,59,109,54.1,2.9
brawlBall,Triple Dribble,NAJIA,16,23,40,57.5,2.4
brawlBall,Triple Dribble,NAJIA,17,3,8,37.5,2.4
brawlBall,Triple Dribble,NAJIA,18,3,5,60.0,2.2
brawlBall,Triple Dribble,NAJIA,19,2,3,66.7,2.1
brawlBall,Triple Dribble,NAJIA,21,1,1,100.0,14.3
brawlBall,Triple Dribble,NANI,13,0,4,0.0,0.0
brawlBall,Triple Dribble,NANI,14,1,2,50.0,0.0
brawlBall,Triple Dribble,NITA,10,11,17,64.7,2.1
brawlBall,Triple Dribble,NITA,11,9,32,28.1,1.9
brawlBall,Triple Dribble,NITA,12,43,72,59.7,1.8
brawlBall,Triple Dribble,NITA,13,319,647,49.3,1.8
brawlBall,Triple Dribble,NITA,14,87,164,53.0,1.4
brawlBall,Triple Dribble,NITA,15,24,55,43.6,1.5
brawlBall,Triple Dribble,NITA,16,5,13,38.5,0.8
brawlBall,Triple Dribble,NITA,17,2,5,40.0,1.5
brawlBall,Triple Dribble,NITA,18,0,2,0.0,0.9
brawlBall,Triple Dribble,NITA,19,1,3,33.3,2.1
brawlBall,Triple Dribble,OLLIE,10,0,1,0.0,0.1
brawlBall,Triple Dribble,OLLIE,12,4,9,44.4,0.2
brawlBall,Triple Dribble,OLLIE,13,26,51,51.0,0.1
brawlBall,Triple Dribble,OLLIE,14,9,17,52.9,0.1
brawlBall,Triple Dribble,OLLIE,15,1,2,50.0,0.1
brawlBall,Triple Dribble,OTIS,10,13,25,52.0,3.0
brawlBall,Triple Dribble,OTIS,11,30,61,49.2,3.6
brawlBall,Triple Dribble,OTIS,12,79,135,58.5,3.4
brawlBall,Triple Dribble,OTIS,13,617,1257,49.1,3.4
brawlBall,Triple Dribble,OTIS,14,207,417,49.6,3.6
brawlBall,Triple Dribble,OTIS,15,88,165,53.3,4.4
brawlBall,Triple Dribble,OTIS,16,29,61,47.5,3.6
brawlBall,Triple Dribble,OTIS,17,6,12,50.0,3.6
brawlBall,Triple Dribble,OTIS,18,6,11,54.5,4.8
brawlBall,Triple Dribble,OTIS,19,2,2,100.0,1.4
brawlBall,Triple Dribble,PAM,12,1,1,100.0,0.0
brawlBall,Triple Dribble,PAM,13,7,8,87.5,0.0
brawlBall,Triple Dribble,PAM,14,0,1,0.0,0.0
brawlBall,Triple Dribble,PEARL,10,1,3,33.3,0.4
brawlBall,Triple Dribble,PEARL,12,2,3,66.7,0.1
brawlBall,Triple Dribble,PEARL,13,16,25,64.0,0.1
brawlBall,Triple Dribble,PEARL,14,4,8,50.0,0.1
brawlBall,Triple Dribble,PEARL,15,1,1,100.0,0.0
brawlBall,Triple Dribble,PENNY,11,3,5,60.0,0.3
brawlBall,Triple Dribble,PENNY,12,8,11,72.7,0.3
brawlBall,Triple Dribble,PENNY,13,34,72,47.2,0.2
brawlBall,Triple Dribble,PENNY,14,12,23,52.2,0.2
brawlBall,Triple Dribble,PENNY,15,6,8,75.0,0.2
brawlBall,Triple Dribble,PENNY,16,0,2,0.0,0.1
brawlBall,Triple Dribble,PENNY,18,1,2,50.0,0.9
brawlBall,Triple Dribble,PIERCE,10,4,4,100.0,0.5
brawlBall,Triple Dribble,PIERCE,11,10,14,71.4,0.8
brawlBall,Triple Dribble,PIERCE,12,15,24,62.5,0.6
brawlBall,Triple Dribble,PIERCE,13,124,253,49.0,0.7
brawlBall,Triple Dribble,PIERCE,14,61,98,62.2,0.9
brawlBall,Triple Dribble,PIERCE,15,22,46,47.8,1.2
brawlBall,Triple Dribble,PIERCE,16,21,37,56.8,2.2
brawlBall,Triple Dribble,PIERCE,17,1,5,20.0,1.5
brawlBall,Triple Dribble,PIERCE,18,0,2,0.0,0.9
brawlBall,Triple Dribble,PIERCE,19,0,1,0.0,0.7
brawlBall,Triple Dribble,PIERCE,20,1,1,100.0,2.2
brawlBall,Triple Dribble,PIPER,10,1,1,100.0,0.1
brawlBall,Triple Dribble,PIPER,13,1,3,33.3,0.0
brawlBall,Triple Dribble,PIPER,14,0,2,0.0,0.0
brawlBall,Triple Dribble,POCO,10,1,3,33.3,0.4
brawlBall,Triple Dribble,POCO,11,2,6,33.3,0.4
brawlBall,Triple Dribble,POCO,12,8,12,66.7,0.3
brawlBall,Triple Dribble,POCO,13,49,100,49.0,0.3
brawlBall,Triple Dribble,POCO,14,12,26,46.2,0.2
brawlBall,Triple Dribble,POCO,15,5,8,62.5,0.2
brawlBall,Triple Dribble,POCO,16,1,2,50.0,0.1
brawlBall,Triple Dribble,POCO,17,1,2,50.0,0.6
brawlBall,Triple Dribble,R-T,11,1,5,20.0,0.3
brawlBall,Triple Dribble,R-T,12,1,4,25.0,0.1
brawlBall,Triple Dribble,R-T,13,14,33,42.4,0.1
brawlBall,Triple Dribble,R-T,14,3,8,37.5,0.1
brawlBall,Triple Dribble,RICO,10,26,48,54.2,5.9
brawlBall,Triple Dribble,RICO,11,42,105,40.0,6.2
brawlBall,Triple Dribble,RICO,12,76,181,42.0,4.6
brawlBall,Triple Dribble,RICO,13,894,1701,52.6,4.6
brawlBall,Triple Dribble,RICO,14,200,390,51.3,3.4
brawlBall,Triple Dribble,RICO,15,36,84,42.9,2.3
brawlBall,Triple Dribble,RICO,16,3,14,21.4,0.8
brawlBall,Triple Dribble,RICO,17,0,2,0.0,0.6
brawlBall,Triple Dribble,RICO,18,2,6,33.3,2.6
brawlBall,Triple Dribble,RICO,19,1,1,100.0,0.7
brawlBall,Triple Dribble,RICO,20,0,1,0.0,2.2
brawlBall,Triple Dribble,ROSA,12,1,1,100.0,0.0
brawlBall,Triple Dribble,ROSA,13,14,21,66.7,0.1
brawlBall,Triple Dribble,ROSA,14,0,2,0.0,0.0
brawlBall,Triple Dribble,ROSA,15,0,1,0.0,0.0
brawlBall,Triple Dribble,RUFFS,10,3,3,100.0,0.4
brawlBall,Triple Dribble,RUFFS,11,6,12,50.0,0.7
brawlBall,Triple Dribble,RUFFS,12,21,44,47.7,1.1
brawlBall,Triple Dribble,RUFFS,13,186,397,46.9,1.1
brawlBall,Triple Dribble,RUFFS,14,97,211,46.0,1.8
brawlBall,Triple Dribble,RUFFS,15,57,92,62.0,2.5
brawlBall,Triple Dribble,RUFFS,16,27,55,49.1,3.3
brawlBall,Triple Dribble,RUFFS,17,5,10,50.0,3.0
brawlBall,Triple Dribble,RUFFS,18,6,10,60.0,4.4
brawlBall,Triple Dribble,RUFFS,19,2,3,66.7,2.1
brawlBall,Triple Dribble,RUFFS,20,2,3,66.7,6.7
brawlBall,Triple Dribble,SAM,10,1,1,100.0,0.1
brawlBall,Triple Dribble,SAM,12,0,1,0.0,0.0
brawlBall,Triple Dribble,SAM,13,7,16,43.8,0.0
brawlBall,Triple Dribble,SAM,14,3,11,27.3,0.1
brawlBall,Triple Dribble,SAM,15,1,1,100.0,0.0
brawlBall,Triple Dribble,SAM,16,1,2,50.0,0.1
brawlBall,Triple Dribble,SAM,18,1,1,100.0,0.4
brawlBall,Triple Dribble,SANDY,10,1,1,100.0,0.1
brawlBall,Triple Dribble,SANDY,11,3,6,50.0,0.4
brawlBall,Triple Dribble,SANDY,12,8,20,40.0,0.5
brawlBall,Triple Dribble,SANDY,13,60,120,50.0,0.3
brawlBall,Triple Dribble,SANDY,14,14,36,38.9,0.3
brawlBall,Triple Dribble,SANDY,15,4,8,50.0,0.2
brawlBall,Triple Dribble,SANDY,16,3,4,75.0,0.2
brawlBall,Triple Dribble,SHADE,10,15,24,62.5,2.9
brawlBall,Triple Dribble,SHADE,11,28,66,42.4,3.9
brawlBall,Triple Dribble,SHADE,12,75,147,51.0,3.7
brawlBall,Triple Dribble,SHADE,13,756,1548,48.8,4.2
brawlBall,Triple Dribble,SHADE,14,293,550,53.3,4.8
brawlBall,Triple Dribble,SHADE,15,83,182,45.6,4.9
brawlBall,Triple Dribble,SHADE,16,52,87,59.8,5.2
brawlBall,Triple Dribble,SHADE,17,11,16,68.8,4.8
brawlBall,Triple Dribble,SHADE,18,8,13,61.5,5.7
brawlBall,Triple Dribble,SHADE,19,5,5,100.0,3.6
brawlBall,Triple Dribble,SHADE,21,0,1,0.0,14.3
brawlBall,Triple Dribble,SHELLY,10,3,5,60.0,0.6
brawlBall,Triple Dribble,SHELLY,11,6,9,66.7,0.5
brawlBall,Triple Dribble,SHELLY,12,18,30,60.0,0.8
brawlBall,Triple Dribble,SHELLY,13,92,212,43.4,0.6
brawlBall,Triple Dribble,SHELLY,14,21,41,51.2,0.4
brawlBall,Triple Dribble,SHELLY,15,0,2,0.0,0.1
brawlBall,Triple Dribble,SHELLY,16,1,5,20.0,0.3
brawlBall,Triple Dribble,SHELLY,18,0,2,0.0,0.9
brawlBall,Triple Dribble,SIRIUS,10,14,21,66.7,2.6
brawlBall,Triple Dribble,SIRIUS,11,23,31,74.2,1.8
brawlBall,Triple Dribble,SIRIUS,12,39,82,47.6,2.1
brawlBall,Triple Dribble,SIRIUS,13,492,955,51.5,2.6
brawlBall,Triple Dribble,SIRIUS,14,156,279,55.9,2.4
brawlBall,Triple Dribble,SIRIUS,15,51,91,56.0,2.4
brawlBall,Triple Dribble,SIRIUS,16,19,44,43.2,2.6
brawlBall,Triple Dribble,SIRIUS,17,5,9,55.6,2.7
brawlBall,Triple Dribble,SIRIUS,18,3,6,50.0,2.6
brawlBall,Triple Dribble,SIRIUS,19,2,6,33.3,4.3
brawlBall,Triple Dribble,SPIKE,10,19,40,47.5,4.9
brawlBall,Triple Dribble,SPIKE,11,34,64,53.1,3.8
brawlBall,Triple Dribble,SPIKE,12,64,139,46.0,3.5
brawlBall,Triple Dribble,SPIKE,13,592,1219,48.6,3.3
brawlBall,Triple Dribble,SPIKE,14,147,300,49.0,2.6
brawlBall,Triple Dribble,SPIKE,15,37,83,44.6,2.2
brawlBall,Triple Dribble,SPIKE,16,21,45,46.7,2.7
brawlBall,Triple Dribble,SPIKE,17,3,4,75.0,1.2
brawlBall,Triple Dribble,SPIKE,18,0,4,0.0,1.7
brawlBall,Triple Dribble,SPIKE,19,0,2,0.0,1.4
brawlBall,Triple Dribble,SPROUT,11,2,3,66.7,0.2
brawlBall,Triple Dribble,SPROUT,12,1,2,50.0,0.1
brawlBall,Triple Dribble,SPROUT,13,4,12,33.3,0.0
brawlBall,Triple Dribble,SPROUT,14,5,10,50.0,0.1
brawlBall,Triple Dribble,SPROUT,15,0,2,0.0,0.1
brawlBall,Triple Dribble,SPROUT,16,1,1,100.0,0.1
brawlBall,Triple Dribble,SQUEAK,10,1,1,100.0,0.1
brawlBall,Triple Dribble,SQUEAK,11,1,1,100.0,0.1
brawlBall,Triple Dribble,SQUEAK,12,4,9,44.4,0.2
brawlBall,Triple Dribble,SQUEAK,13,42,66,63.6,0.2
brawlBall,Triple Dribble,SQUEAK,14,7,13,53.8,0.1
brawlBall,Triple Dribble,SQUEAK,15,3,3,100.0,0.1
brawlBall,Triple Dribble,SQUEAK,16,0,2,0.0,0.1
brawlBall,Triple Dribble,STU,10,4,12,33.3,1.5
brawlBall,Triple Dribble,STU,11,16,30,53.3,1.8
brawlBall,Triple Dribble,STU,12,41,86,47.7,2.2
brawlBall,Triple Dribble,STU,13,385,741,52.0,2.0
brawlBall,Triple Dribble,STU,14,157,312,50.3,2.7
brawlBall,Triple Dribble,STU,15,62,127,48.8,3.4
brawlBall,Triple Dribble,STU,16,33,68,48.5,4.1
brawlBall,Triple Dribble,STU,17,5,12,41.7,3.6
brawlBall,Triple Dribble,STU,18,6,11,54.5,4.8
brawlBall,Triple Dribble,STU,19,3,5,60.0,3.6
brawlBall,Triple Dribble,STU,20,1,2,50.0,4.4
brawlBall,Triple Dribble,SURGE,10,11,16,68.8,2.0
brawlBall,Triple Dribble,SURGE,11,9,22,40.9,1.3
brawlBall,Triple Dribble,SURGE,12,31,72,43.1,1.8
brawlBall,Triple Dribble,SURGE,13,276,570,48.4,1.5
brawlBall,Triple Dribble,SURGE,14,62,115,53.9,1.0
brawlBall,Triple Dribble,SURGE,15,3,12,25.0,0.3
brawlBall,Triple Dribble,SURGE,16,4,6,66.7,0.4
brawlBall,Triple Dribble,SURGE,17,0,1,0.0,0.3
brawlBall,Triple Dribble,SURGE,19,1,1,100.0,0.7
brawlBall,Triple Dribble,TARA,10,4,8,50.0,1.0
brawlBall,Triple Dribble,TARA,11,10,16,62.5,0.9
brawlBall,Triple Dribble,TARA,12,15,31,48.4,0.8
brawlBall,Triple Dribble,TARA,13,108,214,50.5,0.6
brawlBall,Triple Dribble,TARA,14,32,50,64.0,0.4
brawlBall,Triple Dribble,TARA,15,9,11,81.8,0.3
brawlBall,Triple Dribble,TARA,16,1,3,33.3,0.2
brawlBall,Triple Dribble,TARA,17,1,1,100.0,0.3
brawlBall,Triple Dribble,TARA,18,0,1,0.0,0.4
brawlBall,Triple Dribble,TARA,19,1,1,100.0,0.7
brawlBall,Triple Dribble,TARA,20,0,1,0.0,2.2
brawlBall,Triple Dribble,TARA,21,0,1,0.0,14.3
brawlBall,Triple Dribble,TICK,10,1,1,100.0,0.1
brawlBall,Triple Dribble,TICK,11,1,2,50.0,0.1
brawlBall,Triple Dribble,TICK,12,4,5,80.0,0.1
brawlBall,Triple Dribble,TICK,13,55,102,53.9,0.3
brawlBall,Triple Dribble,TICK,14,8,14,57.1,0.1
brawlBall,Triple Dribble,TICK,15,0,1,0.0,0.0
brawlBall,Triple Dribble,TICK,18,0,1,0.0,0.4
brawlBall,Triple Dribble,TICK,19,0,1,0.0,0.7
brawlBall,Triple Dribble,TRUNK,10,1,1,100.0,0.1
brawlBall,Triple Dribble,TRUNK,11,4,7,57.1,0.4
brawlBall,Triple Dribble,TRUNK,12,4,13,30.8,0.3
brawlBall,Triple Dribble,TRUNK,13,53,105,50.5,0.3
brawlBall,Triple Dribble,TRUNK,14,15,35,42.9,0.3
brawlBall,Triple Dribble,TRUNK,15,8,28,28.6,0.8
brawlBall,Triple Dribble,TRUNK,16,12,17,70.6,1.0
brawlBall,Triple Dribble,TRUNK,17,4,5,80.0,1.5
brawlBall,Triple Dribble,TRUNK,19,1,3,33.3,2.1
brawlBall,Triple Dribble,WILLOW,10,6,12,50.0,1.5
brawlBall,Triple Dribble,WILLOW,11,12,22,54.5,1.3
brawlBall,Triple Dribble,WILLOW,12,37,74,50.0,1.9
brawlBall,Triple Dribble,WILLOW,13,369,727,50.8,2.0
brawlBall,Triple Dribble,WILLOW,14,128,263,48.7,2.3
brawlBall,Triple Dribble,WILLOW,15,43,81,53.1,2.2
brawlBall,Triple Dribble,WILLOW,16,25,43,58.1,2.6
brawlBall,Triple Dribble,WILLOW,17,2,8,25.0,2.4
brawlBall,Triple Dribble,WILLOW,18,0,4,0.0,1.7
brawlBall,Triple Dribble,WILLOW,19,1,3,33.3,2.1
brawlBall,Triple Dribble,ZIGGY,10,1,9,11.1,1.1
brawlBall,Triple Dribble,ZIGGY,11,4,9,44.4,0.5
brawlBall,Triple Dribble,ZIGGY,12,13,32,40.6,0.8
brawlBall,Triple Dribble,ZIGGY,13,113,255,44.3,0.7
brawlBall,Triple Dribble,ZIGGY,14,58,112,51.8,1.0
brawlBall,Triple Dribble,ZIGGY,15,16,34,47.1,0.9
brawlBall,Triple Dribble,ZIGGY,16,11,24,45.8,1.4
brawlBall,Triple Dribble,ZIGGY,17,1,4,25.0,1.2
brawlBall,Triple Dribble,ZIGGY,18,1,2,50.0,0.9
brawlBall,Triple Dribble,ZIGGY,19,3,4,75.0,2.9
brawlBall,Triple Dribble,ZIGGY,21,0,1,0.0,14.3
gemGrab,Double Swoosh,8-BIT,10,0,2,0.0,0.2
gemGrab,Double Swoosh,8-BIT,13,7,14,50.0,0.0
gemGrab,Double Swoosh,8-BIT,14,2,3,66.7,0.0
gemGrab,Double Swoosh,ALLI,10,5,9,55.6,1.1
gemGrab,Double Swoosh,ALLI,11,7,14,50.0,0.8
gemGrab,Double Swoosh,ALLI,12,19,47,40.4,1.2
gemGrab,Double Swoosh,ALLI,13,299,613,48.8,1.7
gemGrab,Double Swoosh,ALLI,14,149,282,52.8,2.5
gemGrab,Double Swoosh,ALLI,15,53,98,54.1,2.9
gemGrab,Double Swoosh,ALLI,16,27,50,54.0,3.0
gemGrab,Double Swoosh,ALLI,17,7,15,46.7,4.2
gemGrab,Double Swoosh,ALLI,18,3,8,37.5,2.9
gemGrab,Double Swoosh,ALLI,19,1,2,50.0,1.3
gemGrab,Double Swoosh,AMBER,10,3,5,60.0,0.6
gemGrab,Double Swoosh,AMBER,11,9,17,52.9,1.0
gemGrab,Double Swoosh,AMBER,12,39,57,68.4,1.5
gemGrab,Double Swoosh,AMBER,13,304,556,54.7,1.5
gemGrab,Double Swoosh,AMBER,14,138,239,57.7,2.1
gemGrab,Double Swoosh,AMBER,15,41,87,47.1,2.5
gemGrab,Double Swoosh,AMBER,16,31,55,56.4,3.2
gemGrab,Double Swoosh,AMBER,17,5,15,33.3,4.2
gemGrab,Double Swoosh,AMBER,18,3,6,50.0,2.2
gemGrab,Double Swoosh,AMBER,19,3,5,60.0,3.2
gemGrab,Double Swoosh,AMBER,20,1,1,100.0,2.4
gemGrab,Double Swoosh,AMBER,21,1,1,100.0,20.0
gemGrab,Double Swoosh,ANGELO,13,3,3,100.0,0.0
gemGrab,Double Swoosh,ANGELO,14,1,1,100.0,0.0
gemGrab,Double Swoosh,ASH,10,2,3,66.7,0.4
gemGrab,Double Swoosh,ASH,11,2,2,100.0,0.1
gemGrab,Double Swoosh,ASH,12,5,8,62.5,0.2
gemGrab,Double Swoosh,ASH,13,41,77,53.2,0.2
gemGrab,Double Swoosh,ASH,14,9,23,39.1,0.2
gemGrab,Double Swoosh,ASH,15,2,7,28.6,0.2
gemGrab,Double Swoosh,ASH,16,4,6,66.7,0.4
gemGrab,Double Swoosh,ASH,17,2,2,100.0,0.6
gemGrab,Double Swoosh,BARLEY,12,0,1,0.0,0.0
gemGrab,Double Swoosh,BARLEY,13,3,6,50.0,0.0
gemGrab,Double Swoosh,BARLEY,14,1,3,33.3,0.0
gemGrab,Double Swoosh,BEA,10,0,1,0.0,0.1
gemGrab,Double Swoosh,BEA,11,2,3,66.7,0.2
gemGrab,Double Swoosh,BEA,12,3,4,75.0,0.1
gemGrab,Double Swoosh,BEA,13,29,53,54.7,0.1
gemGrab,Double Swoosh,BEA,14,3,12,25.0,0.1
gemGrab,Double Swoosh,BEA,15,1,3,33.3,0.1
gemGrab,Double Swoosh,BEA,16,3,4,75.0,0.2
gemGrab,Double Swoosh,BEA,17,0,1,0.0,0.3
gemGrab,Double Swoosh,BELLE,12,0,1,0.0,0.0
gemGrab,Double Swoosh,BELLE,13,5,15,33.3,0.0
gemGrab,Double Swoosh,BELLE,14,2,2,100.0,0.0
gemGrab,Double Swoosh,BELLE,15,2,2,100.0,0.1
gemGrab,Double Swoosh,BERRY,12,1,1,100.0,0.0
gemGrab,Double Swoosh,BERRY,13,9,12,75.0,0.0
gemGrab,Double Swoosh,BERRY,14,1,5,20.0,0.0
gemGrab,Double Swoosh,BERRY,15,0,1,0.0,0.0
gemGrab,Double Swoosh,BERRY,16,2,2,100.0,0.1
gemGrab,Double Swoosh,BIBI,10,14,23,60.9,2.7
gemGrab,Double Swoosh,BIBI,11,17,38,44.7,2.2
gemGrab,Double Swoosh,BIBI,12,30,73,41.1,1.9
gemGrab,Double Swoosh,BIBI,13,227,478,47.5,1.3
gemGrab,Double Swoosh,BIBI,14,42,86,48.8,0.8
gemGrab,Double Swoosh,BIBI,15,1,7,14.3,0.2
gemGrab,Double Swoosh,BIBI,16,0,1,0.0,0.1
gemGrab,Double Swoosh,BIBI,17,0,1,0.0,0.3
gemGrab,Double Swoosh,BIBI,18,0,1,0.0,0.4
gemGrab,Double Swoosh,BO,10,22,44,50.0,5.2
gemGrab,Double Swoosh,BO,11,45,103,43.7,6.0
gemGrab,Double Swoosh,BO,12,107,195,54.9,5.0
gemGrab,Double Swoosh,BO,13,927,1878,49.4,5.2
gemGrab,Double Swoosh,BO,14,217,459,47.3,4.0
gemGrab,Double Swoosh,BO,15,50,97,51.5,2.8
gemGrab,Double Swoosh,BO,16,13,28,46.4,1.7
gemGrab,Double Swoosh,BO,17,0,5,0.0,1.4
gemGrab,Double Swoosh,BO,18,5,13,38.5,4.7
gemGrab,Double Swoosh,BO,19,0,2,0.0,1.3
gemGrab,Double Swoosh,BONNIE,10,2,2,100.0,0.2
gemGrab,Double Swoosh,BONNIE,11,2,3,66.7,0.2
gemGrab,Double Swoosh,BONNIE,12,4,8,50.0,0.2
gemGrab,Double Swoosh,BONNIE,13,39,81,48.1,0.2
gemGrab,Double Swoosh,BONNIE,14,11,20,55.0,0.2
gemGrab,Double Swoosh,BONNIE,15,2,3,66.7,0.1
gemGrab,Double Swoosh,BONNIE,16,2,4,50.0,0.2
gemGrab,Double Swoosh,BROCK,11,2,2,100.0,0.1
gemGrab,Double Swoosh,BROCK,12,1,2,50.0,0.1
gemGrab,Double Swoosh,BROCK,13,39,65,60.0,0.2
gemGrab,Double Swoosh,BROCK,14,2,6,33.3,0.1
gemGrab,Double Swoosh,BROCK,15,2,3,66.7,0.1
gemGrab,Double Swoosh,BROCK,16,0,1,0.0,0.1
gemGrab,Double Swoosh,BROCK,17,0,1,0.0,0.3
gemGrab,Double Swoosh,BULL,10,7,21,33.3,2.5
gemGrab,Double Swoosh,BULL,11,16,35,45.7,2.0
gemGrab,Double Swoosh,BULL,12,42,78,53.8,2.0
gemGrab,Double Swoosh,BULL,13,369,797,46.3,2.2
gemGrab,Double Swoosh,BULL,14,98,191,51.3,1.7
gemGrab,Double Swoosh,BULL,15,33,57,57.9,1.7
gemGrab,Double Swoosh,BULL,16,16,33,48.5,1.9
gemGrab,Double Swoosh,BULL,17,3,4,75.0,1.1
gemGrab,Double Swoosh,BULL,18,1,1,100.0,0.4
gemGrab,Double Swoosh,BULL,19,1,3,33.3,1.9
gemGrab,Double Swoosh,BULL,20,0,2,0.0,4.9
gemGrab,Double Swoosh,BUSTER,10,1,2,50.0,0.2
gemGrab,Double Swoosh,BUSTER,11,4,13,30.8,0.8
