mode,map,brawler,rank,wins,total,winrate,userate
knockout,Flaring Phoenix,BIBI,14,8,15,53.3,0.1
knockout,Flaring Phoenix,BIBI,15,0,3,0.0,0.1
knockout,Flaring Phoenix,BIBI,16,2,2,100.0,0.1
knockout,Flaring Phoenix,BIBI,17,1,1,100.0,0.3
knockout,Flaring Phoenix,BO,10,5,7,71.4,0.9
knockout,Flaring Phoenix,BO,11,9,17,52.9,1.0
knockout,Flaring Phoenix,BO,12,17,38,44.7,1.0
knockout,Flaring Phoenix,BO,13,154,306,50.3,0.8
knockout,Flaring Phoenix,BO,14,17,32,53.1,0.3
knockout,Flaring Phoenix,BO,15,5,9,55.6,0.2
knockout,Flaring Phoenix,BO,16,3,3,100.0,0.2
knockout,Flaring Phoenix,BO,18,1,2,50.0,0.7
knockout,Flaring Phoenix,BONNIE,10,10,13,76.9,1.6
knockout,Flaring Phoenix,BONNIE,11,13,25,52.0,1.5
knockout,Flaring Phoenix,BONNIE,12,13,35,37.1,0.9
knockout,Flaring Phoenix,BONNIE,13,231,483,47.8,1.3
knockout,Flaring Phoenix,BONNIE,14,58,103,56.3,0.9
knockout,Flaring Phoenix,BONNIE,15,8,16,50.0,0.4
knockout,Flaring Phoenix,BONNIE,16,7,10,70.0,0.6
knockout,Flaring Phoenix,BONNIE,17,0,1,0.0,0.3
knockout,Flaring Phoenix,BONNIE,18,0,1,0.0,0.4
knockout,Flaring Phoenix,BROCK,10,22,60,36.7,7.3
knockout,Flaring Phoenix,BROCK,11,70,131,53.4,7.7
knockout,Flaring Phoenix,BROCK,12,145,281,51.6,7.2
knockout,Flaring Phoenix,BROCK,13,1111,2284,48.6,6.0
knockout,Flaring Phoenix,BROCK,14,358,732,48.9,6.3
knockout,Flaring Phoenix,BROCK,15,144,258,55.8,6.9
knockout,Flaring Phoenix,BROCK,16,51,105,48.6,6.2
knockout,Flaring Phoenix,BROCK,17,14,25,56.0,6.9
knockout,Flaring Phoenix,BROCK,18,14,26,53.8,9.2
knockout,Flaring Phoenix,BROCK,19,6,13,46.2,8.7
knockout,Flaring Phoenix,BROCK,20,3,7,42.9,10.6
knockout,Flaring Phoenix,BROCK,21,2,3,66.7,17.6
knockout,Flaring Phoenix,BULL,10,3,4,75.0,0.5
knockout,Flaring Phoenix,BULL,11,11,20,55.0,1.2
knockout,Flaring Phoenix,BULL,12,24,37,64.9,1.0
knockout,Flaring Phoenix,BULL,13,195,396,49.2,1.0
knockout,Flaring Phoenix,BULL,14,60,127,47.2,1.1
knockout,Flaring Phoenix,BULL,15,18,38,47.4,1.0
knockout,Flaring Phoenix,BULL,16,17,23,73.9,1.4
knockout,Flaring Phoenix,BULL,17,0,1,0.0,0.3
knockout,Flaring Phoenix,BULL,18,1,1,100.0,0.4
knockout,Flaring Phoenix,BULL,19,2,2,100.0,1.3
knockout,Flaring Phoenix,BUSTER,10,4,6,66.7,0.7
knockout,Flaring Phoenix,BUSTER,11,8,18,44.4,1.1
knockout,Flaring Phoenix,BUSTER,12,13,25,52.0,0.6
knockout,Flaring Phoenix,BUSTER,13,144,328,43.9,0.9
knockout,Flaring Phoenix,BUSTER,14,66,132,50.0,1.1
knockout,Flaring Phoenix,BUSTER,15,27,49,55.1,1.3
knockout,Flaring Phoenix,BUSTER,16,14,29,48.3,1.7
knockout,Flaring Phoenix,BUSTER,17,3,5,60.0,1.4
knockout,Flaring Phoenix,BUSTER,18,3,5,60.0,1.8
knockout,Flaring Phoenix,BUSTER,19,1,1,100.0,0.7
knockout,Flaring Phoenix,BUSTER,20,1,1,100.0,1.5
knockout,Flaring Phoenix,BUZZ,10,1,2,50.0,0.2
knockout,Flaring Phoenix,BUZZ,11,0,3,0.0,0.2
knockout,Flaring Phoenix,BUZZ,12,6,12,50.0,0.3
knockout,Flaring Phoenix,BUZZ,13,33,80,41.2,0.2
knockout,Flaring Phoenix,BUZZ,14,9,18,50.0,0.2
knockout,Flaring Phoenix,BUZZ,15,0,5,0.0,0.1
knockout,Flaring Phoenix,BUZZ,16,0,1,0.0,0.1
knockout,Flaring Phoenix,BYRON,10,17,30,56.7,3.7
knockout,Flaring Phoenix,BYRON,11,28,63,44.4,3.7
knockout,Flaring Phoenix,BYRON,12,69,153,45.1,3.9
knockout,Flaring Phoenix,BYRON,13,634,1218,52.1,3.2
knockout,Flaring Phoenix,BYRON,14,228,436,52.3,3.8
knockout,Flaring Phoenix,BYRON,15,61,114,53.5,3.0
knockout,Flaring Phoenix,BYRON,16,27,51,52.9,3.0
knockout,Flaring Phoenix,BYRON,17,14,18,77.8,5.0
knockout,Flaring Phoenix,BYRON,18,12,18,66.7,6.3
knockout,Flaring Phoenix,BYRON,19,3,8,37.5,5.4
knockout,Flaring Phoenix,BYRON,20,2,3,66.7,4.5
knockout,Flaring Phoenix,BYRON,21,1,2,50.0,11.8
knockout,Flaring Phoenix,CARL,10,4,8,50.0,1.0
knockout,Flaring Phoenix,CARL,11,12,18,66.7,1.1
knockout,Flaring Phoenix,CARL,12,10,17,58.8,0.4
knockout,Flaring Phoenix,CARL,13,108,234,46.2,0.6
knockout,Flaring Phoenix,CARL,14,18,44,40.9,0.4
knockout,Flaring Phoenix,CARL,15,3,13,23.1,0.3
knockout,Flaring Phoenix,CARL,16,4,4,100.0,0.2
knockout,Flaring Phoenix,CHARLIE,10,0,2,0.0,0.2
knockout,Flaring Phoenix,CHARLIE,11,10,23,43.5,1.3
knockout,Flaring Phoenix,CHARLIE,12,17,34,50.0,0.9
knockout,Flaring Phoenix,CHARLIE,13,159,301,52.8,0.8
knockout,Flaring Phoenix,CHARLIE,14,69,124,55.6,1.1
knockout,Flaring Phoenix,CHARLIE,15,19,41,46.3,1.1
knockout,Flaring Phoenix,CHARLIE,16,14,30,46.7,1.8
knockout,Flaring Phoenix,CHARLIE,17,3,7,42.9,1.9
knockout,Flaring Phoenix,CHARLIE,18,2,5,40.0,1.8
knockout,Flaring Phoenix,CHARLIE,19,1,3,33.3,2.0
knockout,Flaring Phoenix,CHARLIE,20,1,2,50.0,3.0
knockout,Flaring Phoenix,CHARLIE,21,1,1,100.0,5.9
knockout,Flaring Phoenix,CHESTER,10,8,10,80.0,1.2
knockout,Flaring Phoenix,CHESTER,11,9,22,40.9,1.3
knockout,Flaring Phoenix,CHESTER,12,30,49,61.2,1.3
knockout,Flaring Phoenix,CHESTER,13,284,536,53.0,1.4
knockout,Flaring Phoenix,CHESTER,14,56,112,50.0,1.0
knockout,Flaring Phoenix,CHESTER,15,27,43,62.8,1.1
knockout,Flaring Phoenix,CHESTER,16,5,17,29.4,1.0
knockout,Flaring Phoenix,CHESTER,17,2,2,100.0,0.6
knockout,Flaring Phoenix,CHUCK,10,1,1,100.0,0.1
knockout,Flaring Phoenix,CHUCK,11,0,1,0.0,0.1
knockout,Flaring Phoenix,CHUCK,12,3,6,50.0,0.2
knockout,Flaring Phoenix,CHUCK,13,24,45,53.3,0.1
knockout,Flaring Phoenix,CHUCK,14,4,7,57.1,0.1
knockout,Flaring Phoenix,CHUCK,15,1,1,100.0,0.0
knockout,Flaring Phoenix,CHUCK,16,2,3,66.7,0.2
knockout,Flaring Phoenix,CLANCY,10,0,1,0.0,0.1
knockout,Flaring Phoenix,CLANCY,12,0,1,0.0,0.0
knockout,Flaring Phoenix,CLANCY,13,5,11,45.5,0.0
knockout,Flaring Phoenix,CLANCY,14,1,2,50.0,0.0
knockout,Flaring Phoenix,CLANCY,15,0,2,0.0,0.1
knockout,Flaring Phoenix,COLETTE,10,10,17,58.8,2.1
knockout,Flaring Phoenix,COLETTE,11,22,52,42.3,3.0
knockout,Flaring Phoenix,COLETTE,12,62,129,48.1,3.3
knockout,Flaring Phoenix,COLETTE,13,754,1507,50.0,4.0
knockout,Flaring Phoenix,COLETTE,14,284,607,46.8,5.3
knockout,Flaring Phoenix,COLETTE,15,89,208,42.8,5.5
knockout,Flaring Phoenix,COLETTE,16,49,103,47.6,6.1
knockout,Flaring Phoenix,COLETTE,17,6,14,42.9,3.9
knockout,Flaring Phoenix,COLETTE,18,10,12,83.3,4.2
knockout,Flaring Phoenix,COLETTE,19,6,8,75.0,5.4
knockout,Flaring Phoenix,COLETTE,20,1,1,100.0,1.5
knockout,Flaring Phoenix,COLT,10,11,22,50.0,2.7
knockout,Flaring Phoenix,COLT,11,9,17,52.9,1.0
knockout,Flaring Phoenix,COLT,12,19,45,42.2,1.2
knockout,Flaring Phoenix,COLT,13,256,545,47.0,1.4
knockout,Flaring Phoenix,COLT,14,48,90,53.3,0.8
knockout,Flaring Phoenix,COLT,15,12,19,63.2,0.5
knockout,Flaring Phoenix,COLT,16,6,12,50.0,0.7
knockout,Flaring Phoenix,COLT,17,0,5,0.0,1.4
knockout,Flaring Phoenix,COLT,18,0,3,0.0,1.1
knockout,Flaring Phoenix,COLT,19,1,1,100.0,0.7
knockout,Flaring Phoenix,COLT,20,0,1,0.0,1.5
knockout,Flaring Phoenix,CORDELIUS,10,4,9,44.4,1.1
knockout,Flaring Phoenix,CORDELIUS,11,4,10,40.0,0.6
knockout,Flaring Phoenix,CORDELIUS,12,23,52,44.2,1.3
knockout,Flaring Phoenix,CORDELIUS,13,200,411,48.7,1.1
knockout,Flaring Phoenix,CORDELIUS,14,65,144,45.1,1.2
knockout,Flaring Phoenix,CORDELIUS,15,17,43,39.5,1.1
knockout,Flaring Phoenix,CORDELIUS,16,6,17,35.3,1.0
knockout,Flaring Phoenix,CORDELIUS,17,4,7,57.1,1.9
knockout,Flaring Phoenix,CORDELIUS,18,1,3,33.3,1.1
knockout,Flaring Phoenix,CROW,10,10,27,37.0,3.3
knockout,Flaring Phoenix,CROW,11,17,41,41.5,2.4
knockout,Flaring Phoenix,CROW,12,61,116,52.6,3.0
knockout,Flaring Phoenix,CROW,13,497,970,51.2,2.6
knockout,Flaring Phoenix,CROW,14,117,243,48.1,2.1
knockout,Flaring Phoenix,CROW,15,34,68,50.0,1.8
knockout,Flaring Phoenix,CROW,16,12,28,42.9,1.7
knockout,Flaring Phoenix,CROW,17,3,6,50.0,1.7
knockout,Flaring Phoenix,CROW,18,5,6,83.3,2.1
knockout,Flaring Phoenix,CROW,19,1,6,16.7,4.0
knockout,Flaring Phoenix,CROW,20,1,1,100.0,1.5
knockout,Flaring Phoenix,CROW,21,0,2,0.0,11.8
knockout,Flaring Phoenix,DAMIAN,10,2,4,50.0,0.5
knockout,Flaring Phoenix,DAMIAN,11,2,5,40.0,0.3
knockout,Flaring Phoenix,DAMIAN,12,13,23,56.5,0.6
knockout,Flaring Phoenix,DAMIAN,13,152,301,50.5,0.8
knockout,Flaring Phoenix,DAMIAN,14,63,137,46.0,1.2
knockout,Flaring Phoenix,DAMIAN,15,15,33,45.5,0.9
knockout,Flaring Phoenix,DAMIAN,16,11,24,45.8,1.4
knockout,Flaring Phoenix,DAMIAN,17,3,5,60.0,1.4
knockout,Flaring Phoenix,DAMIAN,18,1,1,100.0,0.4
knockout,Flaring Phoenix,DAMIAN,19,1,2,50.0,1.3
knockout,Flaring Phoenix,DAMIAN,21,0,1,0.0,5.9
knockout,Flaring Phoenix,DARRYL,10,5,10,50.0,1.2
knockout,Flaring Phoenix,DARRYL,11,6,21,28.6,1.2
knockout,Flaring Phoenix,DARRYL,12,33,48,68.8,1.2
knockout,Flaring Phoenix,DARRYL,13,210,404,52.0,1.1
knockout,Flaring Phoenix,DARRYL,14,45,92,48.9,0.8
knockout,Flaring Phoenix,DARRYL,15,13,25,52.0,0.7
knockout,Flaring Phoenix,DARRYL,16,7,10,70.0,0.6
knockout,Flaring Phoenix,DARRYL,17,2,2,100.0,0.6
knockout,Flaring Phoenix,DARRYL,18,0,1,0.0,0.4
knockout,Flaring Phoenix,DARRYL,19,3,4,75.0,2.7
knockout,Flaring Phoenix,DOUG,10,1,4,25.0,0.5
knockout,Flaring Phoenix,DOUG,11,11,18,61.1,1.1
knockout,Flaring Phoenix,DOUG,12,13,31,41.9,0.8
knockout,Flaring Phoenix,DOUG,13,114,235,48.5,0.6
knockout,Flaring Phoenix,DOUG,14,39,86,45.3,0.7
knockout,Flaring Phoenix,DOUG,15,10,20,50.0,0.5
knockout,Flaring Phoenix,DOUG,16,5,9,55.6,0.5
knockout,Flaring Phoenix,DOUG,17,1,2,50.0,0.6
knockout,Flaring Phoenix,DRACO,11,1,3,33.3,0.2
knockout,Flaring Phoenix,DRACO,12,1,1,100.0,0.0
knockout,Flaring Phoenix,DRACO,13,4,10,40.0,0.0
knockout,Flaring Phoenix,DRACO,14,0,1,0.0,0.0
knockout,Flaring Phoenix,DRACO,15,0,2,0.0,0.1
knockout,Flaring Phoenix,DYNAMIKE,10,5,12,41.7,1.5
knockout,Flaring Phoenix,DYNAMIKE,11,7,12,58.3,0.7
knockout,Flaring Phoenix,DYNAMIKE,12,15,29,51.7,0.7
knockout,Flaring Phoenix,DYNAMIKE,13,131,267,49.1,0.7
knockout,Flaring Phoenix,DYNAMIKE,14,19,34,55.9,0.3
knockout,Flaring Phoenix,DYNAMIKE,15,2,5,40.0,0.1
knockout,Flaring Phoenix,DYNAMIKE,16,1,3,33.3,0.2
knockout,Flaring Phoenix,DYNAMIKE,17,1,1,100.0,0.3
knockout,Flaring Phoenix,DYNAMIKE,18,0,1,0.0,0.4
knockout,Flaring Phoenix,EDGAR,10,13,22,59.1,2.7
knockout,Flaring Phoenix,EDGAR,11,22,40,55.0,2.3
knockout,Flaring Phoenix,EDGAR,12,39,82,47.6,2.1
knockout,Flaring Phoenix,EDGAR,13,462,910,50.8,2.4
knockout,Flaring Phoenix,EDGAR,14,131,253,51.8,2.2
knockout,Flaring Phoenix,EDGAR,15,45,83,54.2,2.2
knockout,Flaring Phoenix,EDGAR,16,20,37,54.1,2.2
knockout,Flaring Phoenix,EDGAR,17,1,5,20.0,1.4
knockout,Flaring Phoenix,EDGAR,18,0,5,0.0,1.8
knockout,Flaring Phoenix,EDGAR,19,0,2,0.0,1.3
knockout,Flaring Phoenix,EDGAR,20,0,1,0.0,1.5
knockout,Flaring Phoenix,EL PRIMO,10,1,1,100.0,0.1
knockout,Flaring Phoenix,EL PRIMO,12,4,6,66.7,0.2
knockout,Flaring Phoenix,EL PRIMO,13,15,28,53.6,0.1
knockout,Flaring Phoenix,EL PRIMO,14,3,6,50.0,0.1
knockout,Flaring Phoenix,EL PRIMO,15,1,3,33.3,0.1
knockout,Flaring Phoenix,EL PRIMO,16,0,1,0.0,0.1
knockout,Flaring Phoenix,EL PRIMO,17,1,1,100.0,0.3
knockout,Flaring Phoenix,EMZ,10,1,1,100.0,0.1
knockout,Flaring Phoenix,EMZ,11,1,4,25.0,0.2
knockout,Flaring Phoenix,EMZ,12,2,7,28.6,0.2
knockout,Flaring Phoenix,EMZ,13,81,135,60.0,0.4
knockout,Flaring Phoenix,EMZ,14,14,39,35.9,0.3
knockout,Flaring Phoenix,EMZ,15,2,7,28.6,0.2
knockout,Flaring Phoenix,EMZ,16,1,3,33.3,0.2
knockout,Flaring Phoenix,EMZ,18,1,1,100.0,0.4
knockout,Flaring Phoenix,EMZ,20,1,1,100.0,1.5
knockout,Flaring Phoenix,EVE,12,1,5,20.0,0.1
knockout,Flaring Phoenix,EVE,13,16,34,47.1,0.1
knockout,Flaring Phoenix,EVE,14,5,8,62.5,0.1
knockout,Flaring Phoenix,EVE,15,1,2,50.0,0.1
knockout,Flaring Phoenix,EVE,16,0,1,0.0,0.1
knockout,Flaring Phoenix,FANG,10,4,7,57.1,0.9
knockout,Flaring Phoenix,FANG,11,6,15,40.0,0.9
knockout,Flaring Phoenix,FANG,12,7,16,43.8,0.4
knockout,Flaring Phoenix,FANG,13,131,279,47.0,0.7
knockout,Flaring Phoenix,FANG,14,45,75,60.0,0.6
knockout,Flaring Phoenix,FANG,15,10,29,34.5,0.8
knockout,Flaring Phoenix,FANG,16,6,7,85.7,0.4
knockout,Flaring Phoenix,FANG,17,1,2,50.0,0.6
knockout,Flaring Phoenix,FANG,18,0,1,0.0,0.4
knockout,Flaring Phoenix,FANG,19,1,3,33.3,2.0
knockout,Flaring Phoenix,FINX,10,2,6,33.3,0.7
knockout,Flaring Phoenix,FINX,11,12,20,60.0,1.2
knockout,Flaring Phoenix,FINX,12,18,28,64.3,0.7
knockout,Flaring Phoenix,FINX,13,141,293,48.1,0.8
knockout,Flaring Phoenix,FINX,14,27,41,65.9,0.4
knockout,Flaring Phoenix,FINX,15,3,7,42.9,0.2
knockout,Flaring Phoenix,FINX,16,5,7,71.4,0.4
knockout,Flaring Phoenix,FINX,17,0,3,0.0,0.8
knockout,Flaring Phoenix,FRANK,10,1,2,50.0,0.2
knockout,Flaring Phoenix,FRANK,11,2,3,66.7,0.2
knockout,Flaring Phoenix,FRANK,12,3,5,60.0,0.1
knockout,Flaring Phoenix,FRANK,13,21,42,50.0,0.1
knockout,Flaring Phoenix,FRANK,14,5,9,55.6,0.1
knockout,Flaring Phoenix,FRANK,15,1,2,50.0,0.1
knockout,Flaring Phoenix,FRANK,16,2,2,100.0,0.1
knockout,Flaring Phoenix,FRANK,17,2,2,100.0,0.6
knockout,Flaring Phoenix,FRANK,21,1,1,100.0,5.9
knockout,Flaring Phoenix,GALE,10,1,1,100.0,0.1
knockout,Flaring Phoenix,GALE,11,3,3,100.0,0.2
knockout,Flaring Phoenix,GALE,12,2,5,40.0,0.1
knockout,Flaring Phoenix,GALE,13,18,45,40.0,0.1
knockout,Flaring Phoenix,GALE,14,3,10,30.0,0.1
knockout,Flaring Phoenix,GALE,15,1,1,100.0,0.0
knockout,Flaring Phoenix,GALE,16,1,2,50.0,0.1
knockout,Flaring Phoenix,GENE,10,9,21,42.9,2.6
knockout,Flaring Phoenix,GENE,11,33,69,47.8,4.0
knockout,Flaring Phoenix,GENE,12,70,149,47.0,3.8
knockout,Flaring Phoenix,GENE,13,773,1547,50.0,4.1
knockout,Flaring Phoenix,GENE,14,326,643,50.7,5.6
knockout,Flaring Phoenix,GENE,15,126,253,49.8,6.8
knockout,Flaring Phoenix,GENE,16,58,105,55.2,6.2
knockout,Flaring Phoenix,GENE,17,13,24,54.2,6.6
knockout,Flaring Phoenix,GENE,18,8,18,44.4,6.3
knockout,Flaring Phoenix,GENE,19,4,12,33.3,8.1
knockout,Flaring Phoenix,GENE,20,0,3,0.0,4.5
knockout,Flaring Phoenix,GIGI,10,5,5,100.0,0.6
knockout,Flaring Phoenix,GIGI,11,2,2,100.0,0.1
knockout,Flaring Phoenix,GIGI,12,8,14,57.1,0.4
knockout,Flaring Phoenix,GIGI,13,47,88,53.4,0.2
knockout,Flaring Phoenix,GIGI,14,17,31,54.8,0.3
knockout,Flaring Phoenix,GIGI,15,7,13,53.8,0.3
knockout,Flaring Phoenix,GIGI,16,1,4,25.0,0.2
knockout,Flaring Phoenix,GIGI,17,0,1,0.0,0.3
knockout,Flaring Phoenix,GLOWY,11,0,2,0.0,0.1
knockout,Flaring Phoenix,GLOWY,12,3,4,75.0,0.1
knockout,Flaring Phoenix,GLOWY,13,13,32,40.6,0.1
knockout,Flaring Phoenix,GLOWY,14,5,10,50.0,0.1
knockout,Flaring Phoenix,GLOWY,15,1,1,100.0,0.0
knockout,Flaring Phoenix,GLOWY,16,2,2,100.0,0.1
knockout,Flaring Phoenix,GLOWY,17,0,1,0.0,0.3
knockout,Flaring Phoenix,GRAY,10,6,10,60.0,1.2
knockout,Flaring Phoenix,GRAY,11,13,29,44.8,1.7
knockout,Flaring Phoenix,GRAY,12,28,65,43.1,1.7
knockout,Flaring Phoenix,GRAY,13,341,650,52.5,1.7
knockout,Flaring Phoenix,GRAY,14,123,247,49.8,2.1
knockout,Flaring Phoenix,GRAY,15,47,86,54.7,2.3
knockout,Flaring Phoenix,GRAY,16,17,35,48.6,2.1
knockout,Flaring Phoenix,GRAY,17,4,10,40.0,2.8
knockout,Flaring Phoenix,GRAY,18,2,6,33.3,2.1
knockout,Flaring Phoenix,GRAY,19,2,3,66.7,2.0
knockout,Flaring Phoenix,GRAY,20,1,2,50.0,3.0
knockout,Flaring Phoenix,GRIFF,10,3,8,37.5,1.0
knockout,Flaring Phoenix,GRIFF,11,3,11,27.3,0.6
knockout,Flaring Phoenix,GRIFF,12,18,36,50.0,0.9
knockout,Flaring Phoenix,GRIFF,13,212,421,50.4,1.1
knockout,Flaring Phoenix,GRIFF,14,36,68,52.9,0.6
knockout,Flaring Phoenix,GRIFF,15,11,18,61.1,0.5
knockout,Flaring Phoenix,GRIFF,16,1,4,25.0,0.2
knockout,Flaring Phoenix,GRIFF,17,0,1,0.0,0.3
knockout,Flaring Phoenix,GRIFF,18,0,2,0.0,0.7
knockout,Flaring Phoenix,GROM,10,5,13,38.5,1.6
knockout,Flaring Phoenix,GROM,11,11,21,52.4,1.2
knockout,Flaring Phoenix,GROM,12,31,62,50.0,1.6
knockout,Flaring Phoenix,GROM,13,269,588,45.7,1.5
knockout,Flaring Phoenix,GROM,14,44,98,44.9,0.8
knockout,Flaring Phoenix,GROM,15,10,20,50.0,0.5
knockout,Flaring Phoenix,GROM,16,7,16,43.8,0.9
knockout,Flaring Phoenix,GROM,17,1,4,25.0,1.1
knockout,Flaring Phoenix,GROM,18,5,6,83.3,2.1
knockout,Flaring Phoenix,GROM,19,1,1,100.0,0.7
knockout,Flaring Phoenix,GUS,10,13,21,61.9,2.6
knockout,Flaring Phoenix,GUS,11,17,35,48.6,2.0
knockout,Flaring Phoenix,GUS,12,49,89,55.1,2.3
knockout,Flaring Phoenix,GUS,13,366,734,49.9,1.9
knockout,Flaring Phoenix,GUS,14,112,219,51.1,1.9
knockout,Flaring Phoenix,GUS,15,40,66,60.6,1.8
knockout,Flaring Phoenix,GUS,16,13,28,46.4,1.7
knockout,Flaring Phoenix,GUS,17,5,7,71.4,1.9
knockout,Flaring Phoenix,GUS,18,2,7,28.6,2.5
knockout,Flaring Phoenix,GUS,19,2,3,66.7,2.0
knockout,Flaring Phoenix,GUS,20,2,3,66.7,4.5
knockout,Flaring Phoenix,HANK,11,0,1,0.0,0.1
knockout,Flaring Phoenix,HANK,13,12,22,54.5,0.1
knockout,Flaring Phoenix,HANK,14,1,5,20.0,0.0
knockout,Flaring Phoenix,HANK,15,0,2,0.0,0.1
knockout,Flaring Phoenix,HANK,16,0,1,0.0,0.1
knockout,Flaring Phoenix,HANK,20,0,1,0.0,1.5
knockout,Flaring Phoenix,JACKY,12,3,3,100.0,0.1
knockout,Flaring Phoenix,JACKY,13,3,5,60.0,0.0
knockout,Flaring Phoenix,JACKY,14,2,4,50.0,0.0
knockout,Flaring Phoenix,JAE-YONG,10,0,2,0.0,0.2
knockout,Flaring Phoenix,JAE-YONG,11,0,1,0.0,0.1
knockout,Flaring Phoenix,JAE-YONG,12,3,9,33.3,0.2
knockout,Flaring Phoenix,JAE-YONG,13,54,99,54.5,0.3
knockout,Flaring Phoenix,JAE-YONG,14,22,34,64.7,0.3
knockout,Flaring Phoenix,JAE-YONG,15,8,13,61.5,0.3
knockout,Flaring Phoenix,JAE-YONG,16,6,9,66.7,0.5
knockout,Flaring Phoenix,JAE-YONG,17,1,3,33.3,0.8
knockout,Flaring Phoenix,JAE-YONG,19,1,2,50.0,1.3
knockout,Flaring Phoenix,JANET,10,1,1,100.0,0.1
knockout,Flaring Phoenix,JANET,11,5,9,55.6,0.5
knockout,Flaring Phoenix,JANET,12,7,10,70.0,0.3
knockout,Flaring Phoenix,JANET,13,38,81,46.9,0.2
knockout,Flaring Phoenix,JANET,14,8,19,42.1,0.2
knockout,Flaring Phoenix,JANET,15,1,2,50.0,0.1
knockout,Flaring Phoenix,JANET,16,1,2,50.0,0.1
knockout,Flaring Phoenix,JESSIE,11,0,1,0.0,0.1
knockout,Flaring Phoenix,JESSIE,12,0,1,0.0,0.0
knockout,Flaring Phoenix,JESSIE,13,2,8,25.0,0.0
knockout,Flaring Phoenix,JESSIE,14,0,1,0.0,0.0
knockout,Flaring Phoenix,JESSIE,15,1,1,100.0,0.0
knockout,Flaring Phoenix,JESSIE,16,0,1,0.0,0.1
knockout,Flaring Phoenix,JUJU,10,4,5,80.0,0.6
knockout,Flaring Phoenix,JUJU,11,5,8,62.5,0.5
knockout,Flaring Phoenix,JUJU,12,6,15,40.0,0.4
knockout,Flaring Phoenix,JUJU,13,138,277,49.8,0.7
knockout,Flaring Phoenix,JUJU,14,34,90,37.8,0.8
knockout,Flaring Phoenix,JUJU,15,15,25,60.0,0.7
knockout,Flaring Phoenix,JUJU,16,4,9,44.4,0.5
knockout,Flaring Phoenix,JUJU,18,0,1,0.0,0.4
knockout,Flaring Phoenix,JUJU,21,0,1,0.0,5.9
knockout,Flaring Phoenix,KAZE,10,2,3,66.7,0.4
knockout,Flaring Phoenix,KAZE,11,1,3,33.3,0.2
knockout,Flaring Phoenix,KAZE,12,4,8,50.0,0.2
knockout,Flaring Phoenix,KAZE,13,56,120,46.7,0.3
knockout,Flaring Phoenix,KAZE,14,18,39,46.2,0.3
knockout,Flaring Phoenix,KAZE,15,6,15,40.0,0.4
knockout,Flaring Phoenix,KAZE,16,2,5,40.0,0.3
knockout,Flaring Phoenix,KAZE,17,0,1,0.0,0.3
knockout,Flaring Phoenix,KENJI,10,0,1,0.0,0.1
knockout,Flaring Phoenix,KENJI,11,1,4,25.0,0.2
knockout,Flaring Phoenix,KENJI,12,10,15,66.7,0.4
knockout,Flaring Phoenix,KENJI,13,76,156,48.7,0.4
knockout,Flaring Phoenix,KENJI,14,33,59,55.9,0.5
knockout,Flaring Phoenix,KENJI,15,9,14,64.3,0.4
knockout,Flaring Phoenix,KENJI,16,5,12,41.7,0.7
knockout,Flaring Phoenix,KENJI,18,1,2,50.0,0.7
knockout,Flaring Phoenix,KENJI,20,1,1,100.0,1.5
knockout,Flaring Phoenix,KIT,10,14,23,60.9,2.8
knockout,Flaring Phoenix,KIT,11,17,33,51.5,1.9
knockout,Flaring Phoenix,KIT,12,51,89,57.3,2.3
knockout,Flaring Phoenix,KIT,13,467,909,51.4,2.4
knockout,Flaring Phoenix,KIT,14,143,288,49.7,2.5
knockout,Flaring Phoenix,KIT,15,63,107,58.9,2.9
knockout,Flaring Phoenix,KIT,16,26,42,61.9,2.5
knockout,Flaring Phoenix,KIT,17,9,11,81.8,3.0
knockout,Flaring Phoenix,KIT,18,5,5,100.0,1.8
knockout,Flaring Phoenix,KIT,19,1,1,100.0,0.7
knockout,Flaring Phoenix,KIT,20,1,2,50.0,3.0
knockout,Flaring Phoenix,LARRY & LAWRIE,10,1,2,50.0,0.2
knockout,Flaring Phoenix,LARRY & LAWRIE,11,1,2,50.0,0.1
knockout,Flaring Phoenix,LARRY & LAWRIE,12,5,14,35.7,0.4
knockout,Flaring Phoenix,LARRY & LAWRIE,13,48,97,49.5,0.3
knockout,Flaring Phoenix,LARRY & LAWRIE,14,8,19,42.1,0.2
knockout,Flaring Phoenix,LARRY & LAWRIE,15,2,4,50.0,0.1
knockout,Flaring Phoenix,LARRY & LAWRIE,17,1,1,100.0,0.3
knockout,Flaring Phoenix,LEON,10,15,32,46.9,3.9
knockout,Flaring Phoenix,LEON,11,48,94,51.1,5.5
knockout,Flaring Phoenix,LEON,12,115,215,53.5,5.5
knockout,Flaring Phoenix,LEON,13,1047,2099,49.9,5.5
knockout,Flaring Phoenix,LEON,14,333,662,50.3,5.7
knockout,Flaring Phoenix,LEON,15,120,228,52.6,6.1
knockout,Flaring Phoenix,LEON,16,47,98,48.0,5.8
knockout,Flaring Phoenix,LEON,17,3,15,20.0,4.1
knockout,Flaring Phoenix,LEON,18,9,16,56.2,5.6
knockout,Flaring Phoenix,LEON,19,6,9,66.7,6.0
knockout,Flaring Phoenix,LEON,20,2,3,66.7,4.5
knockout,Flaring Phoenix,LEON,21,1,1,100.0,5.9
